20230301T,60.79,4.26,19.99,0,14.95
20230601T,60.79,3.29,20.46,0,15.46
20230901T,60.79,3.94,20.17,0,15.08
20231201T,60.79,4.33,19.10,0,15.76
20240301T,60.79,4.64,16.95,0,17.60
20240601T,60.79,4.52,16.21,0,18.47
