20210901T,97.07,0.03,1.06,0,1.84
20211201T,97.07,0.01,1.06,0,1.85
20220301T,98.25,0.00,0.64,0,1.11
20220601T,98.25,0.00,0.66,0,1.09
20220901T,98.25,0.01,0.66,0,1.07
20221201T,98.25,0.00,0.67,0,1.08
20230301T,98.25,0.01,0.67,0,1.07
20230601T,98.25,0.00,0.66,0,1.10
20230901T,98.25,0.03,0.68,0,1.05
20231201T,98.25,0.01,0.65,0,1.09
20240301T,98.25,0.02,0.65,0,1.09
20240601T,98.25,0.00,0.65,0,1.11
