20210901T,70.46,1.84,0.30,0,27.39
20211201T,70.44,2.83,0.08,0,26.65
20220301T,70.44,2.71,0.06,0,26.80
20220601T,70.40,2.12,0.13,0,27.35
20220901T,70.33,1.78,0.16,0,27.74
20221201T,70.30,2.07,0.19,0,27.45
20230301T,70.28,2.14,0.19,0,27.39
20230601T,70.27,2.15,0.19,0,27.40
20230901T,70.20,0.71,1.32,0,27.77
20231201T,70.18,0.78,1.39,0,27.65
20240301T,70.18,0.85,1.45,0,27.51
20240601T,67.41,1.87,3.81,0,26.91
