20211201T,66.70,2.12,9.54,0,21.64
20220301T,66.69,2.00,8.12,0,23.19
20220601T,66.69,1.89,8.80,0,22.62
20220901T,66.66,1.84,10.45,0,21.04
20221201T,66.87,1.73,10.43,0,20.98
20230301T,69.66,2.04,10.24,0,18.06
20230601T,69.66,2.30,10.17,0,17.88
20230901T,69.61,3.04,8.84,0,18.50
20231201T,69.61,2.93,8.35,0,19.09
20240301T,69.61,2.42,8.92,0,19.07
20240601T,69.61,1.60,10.20,0,18.60
20240901T,69.53,1.74,10.10,0,18.63
