20210901T,62.85,0.00,0.06,0,37.10
20211201T,62.85,0.00,0.05,0,37.10
20220301T,63.79,0.00,0.05,0,36.15
20220601T,63.79,0.00,0.05,0,36.15
20220901T,63.79,0.00,0.05,0,36.15
20221201T,63.79,0.00,0.05,0,36.16
20230301T,63.79,0.00,0.05,0,36.16
20230601T,63.79,0.00,0.05,0,36.15
20230901T,63.79,0.00,0.05,0,36.16
20231201T,63.79,0.00,0.05,0,36.15
20240301T,63.79,0.04,0.05,0,36.10
20240601T,63.79,0.10,0.05,0,36.05
