20210901T,71.25,2.47,0,0,26.28
20211201T,71.25,2.24,0,0,26.51
20220301T,71.25,2.13,0,0,26.62
20220601T,71.25,2.13,0,0,26.62
20220901T,71.25,1.85,0,0,26.90
20221201T,71.25,1.59,0,0,27.16
20230301T,71.25,1.64,0,0,27.10
20230601T,70.18,1.00,0,0,28.82
20230901T,70.18,0.57,0,0,29.25
20231201T,70.18,0.54,0,0,29.28
20240301T,70.18,0.56,0,0,29.26
20240601T,70.18,0.58,0,0,29.24
