20210901T,58.25,21.84,10.89,0,9.02
20211201T,58.18,21.66,11.10,0,9.06
20220301T,58.18,20.39,12.13,0,9.30
20220601T,58.12,20.08,13.49,0,8.31
20220901T,58.11,15.80,15.53,0,10.55
20221201T,58.10,15.55,15.46,0,10.89
20230301T,58.09,11.55,18.63,0,11.74
20230601T,58.04,11.51,16.97,0,13.48
20230901T,58.04,12.08,14.60,0,15.27
20231201T,58.04,5.92,15.71,0,20.31
20240301T,58.04,5.77,17.37,0,18.80
20240601T,58.03,5.51,17.51,0,18.94
